title,year,language,primary_genre,genres,director,lead_actor,has_love_triangle,review_notes
Ponniyin Selvan: Part II,2023,Tamil,historical,"action, drama, historical, romance, adventure",Mani Ratnam,Vikram,True,Verify if romance subplot is significant enough to tag as has_romance
Nagina,1986,Hindi,horror,"fantasy, romance, drama, horror, action",Harmesh Malhotra,Sridevi,True,Verify if romance subplot is significant enough to tag as has_romance
Pisasu,2014,Tamil,horror,"horror, drama, romance",Mysskin,Naga,True,Verify if romance subplot is significant enough to tag as has_romance
Stree,2018,Hindi,horror,"horror, comedy, romance, mystery",Amar Kaushik,Rajkummar Rao,True,Verify if romance subplot is significant enough to tag as has_romance
Taxiwaala,2018,Telugu,horror,"action, comedy, romance, horror, thriller",Rahul Sankrityan,Vijay Deverakonda,True,Verify if romance subplot is significant enough to tag as has_romance
The Raja Saab,2025,Telugu,horror,"horror, comedy, romance, action",Maruthi,Prabhas,True,Verify if romance subplot is significant enough to tag as has_romance
Thamma,2025,Hindi,horror,"comedy, horror, romance",Aditya Sarpotdar,Ayushmann Khurrana,True,Verify if romance subplot is significant enough to tag as has_romance
Mr India,1987,Hindi,sci-fi,"sci-fi, action, comedy, romance, fantasy, adventure, family",Shekhar Kapur,Anil Kapoor,True,Verify if romance subplot is significant enough to tag as has_romance
Jo Jeeta Wohi Sikandar,1992,Hindi,sports,"drama, sports, romance, comedy",Mansoor Khan,Aamir Khan,True,Verify if romance subplot is significant enough to tag as has_romance
Sye,2004,Telugu,sports,"action, drama, sports, romance",S.S. Rajamouli,Nithin,True,Verify if romance subplot is significant enough to tag as has_romance
Ta Ra Rum Pum,2007,Hindi,sports,"action, romance, drama, family, sports",Siddharth Anand,Saif Ali Khan,True,Verify if romance subplot is significant enough to tag as has_romance
Bheemili Kabaddi Jattu,2010,Telugu,sports,"sports, comedy, drama, romance",Tatineni Satya,Nani,True,Verify if romance subplot is significant enough to tag as has_romance
Sultan,2016,Hindi,sports,"action, drama, sports, romance",Ali Abbas Zafar,Salman Khan,True,Verify if romance subplot is significant enough to tag as has_romance
Irudhi Suttru,2016,Tamil,sports,"sports, drama, romance",Sudha Kongara,Madhavan,True,Verify if romance subplot is significant enough to tag as has_romance
Mukkabaaz,2017,Hindi,sports,"sports, romance, drama, action",Anurag Kashyap,Vineet Kumar Singh,False,Verify if romance subplot is significant enough to tag as has_romance
Natpe Thunai,2019,Tamil,sports,"action, comedy, romance, sports",Parthiban Desingu,Hiphop Tamizha,True,Verify if romance subplot is significant enough to tag as has_romance
A1 Express,2021,Telugu,sports,"sports, action, drama, romance",Dennis Jeevan Kanukolanu,Sundeep Kishan,True,Verify if romance subplot is significant enough to tag as has_romance
Teesri Manzil,1966,Hindi,thriller,"thriller, mystery, romance, musical",Vijay Anand,Shammi Kapoor,True,Verify if romance subplot is significant enough to tag as has_romance
Moondru Mudichu,1976,Tamil,thriller,"drama, romance, thriller, crime",K. Balachander,Kamal Haasan,True,Verify if romance subplot is significant enough to tag as has_romance
Kan Simittamal,1979,Tamil,thriller,"drama, thriller, romance",K. Balachander,Kamal Haasan,True,Verify if romance subplot is significant enough to tag as has_romance
Karz,1980,Hindi,thriller,"drama, thriller, romance, musical, mystery",Subhash Ghai,Rishi Kapoor,True,Verify if romance subplot is significant enough to tag as has_romance
Parinda,1989,Hindi,thriller,"crime, drama, thriller, action, romance",Vidhu Vinod Chopra,Anil Kapoor,True,Verify if romance subplot is significant enough to tag as has_romance
Darr,1990,Hindi,thriller,"thriller, romance, drama",Yash Chopra,Shah Rukh Khan,True,Verify if romance subplot is significant enough to tag as has_romance
Sadak,1991,Hindi,thriller,"action, romance, drama, thriller, crime",Mahesh Bhatt,Sanjay Dutt,True,Verify if romance subplot is significant enough to tag as has_romance
Nirnayam,1991,Telugu,thriller,"action, thriller, romance, drama",Priyadarshan,Nagarjuna,True,Verify if romance subplot is significant enough to tag as has_romance
Kurbaan,1991,Hindi,thriller,"action, romance, drama, thriller",Deepak Bahry,Salman Khan,True,Verify if romance subplot is significant enough to tag as has_romance
100 Days,1991,Hindi,thriller,"action, mystery, thriller, horror, romance",Partho Ghosh,Jackie Shroff,True,Verify if romance subplot is significant enough to tag as has_romance
Roja,1992,Tamil,thriller,"romance, drama, thriller, musical, action",Mani Ratnam,Arvind Swamy,True,Verify if romance subplot is significant enough to tag as has_romance
Baazigar,1993,Hindi,thriller,"action, thriller, crime, romance, drama",Abbas Alibhai Burmawalla,Shah Rukh Khan,True,Verify if romance subplot is significant enough to tag as has_romance
Sir,1993,Hindi,thriller,"action, thriller, drama, romance",Mahesh Bhatt,Naseeruddin Shah,False,Verify if romance subplot is significant enough to tag as has_romance
Anjaam,1994,Hindi,thriller,"thriller, drama, romance, crime",Rahul Rawail,Shah Rukh Khan,True,Verify if romance subplot is significant enough to tag as has_romance
Kshana Kshanam,1994,Telugu,thriller,"action, comedy, romance, thriller, adventure",Ram Gopal Varma,Venkatesh,True,Verify if romance subplot is significant enough to tag as has_romance
Bombay,1995,Tamil,thriller,"romance, drama, historical, musical, thriller",Mani Ratnam,Arvind Swamy,False,Verify if romance subplot is significant enough to tag as has_romance
Jaan,1996,Hindi,thriller,"action, thriller, romance, drama",Mahesh Bhatt,Ajay Devgn,True,Verify if romance subplot is significant enough to tag as has_romance
Gupt: The Hidden Truth,1997,Hindi,thriller,"thriller, mystery, romance, drama, musical",Rajiv Rai,Bobby Deol,True,Verify if romance subplot is significant enough to tag as has_romance
Nerrukku Ner,1997,Tamil,thriller,"action, thriller, romance, drama",Vasanth,Vijay,True,Verify if romance subplot is significant enough to tag as has_romance
Nerukku Ner,1997,Tamil,thriller,"action, thriller, romance",Vasanth,Suriya,True,Verify if romance subplot is significant enough to tag as has_romance
Dil Se..,1998,Hindi,thriller,"romance, thriller, drama, musical",Mani Ratnam,Shah Rukh Khan,False,Verify if romance subplot is significant enough to tag as has_romance
Duplicate,1998,Hindi,thriller,"action, thriller, comedy, romance",Mahesh Bhatt,Shah Rukh Khan,True,Verify if romance subplot is significant enough to tag as has_romance
Muthalvan,1999,Tamil,thriller,"action, drama, thriller, romance",S. Shankar,Arjun,True,Verify if romance subplot is significant enough to tag as has_romance
Mast,1999,Hindi,thriller,"romance, thriller, drama",Ram Gopal Varma,Aftab Shivdasani,True,Verify if romance subplot is significant enough to tag as has_romance
Khiladi 420,2000,Hindi,thriller,"action, thriller, comedy, romance",Neeraj Vora,Akshay Kumar,True,Verify if romance subplot is significant enough to tag as has_romance
Oke Okkadu,2001,Telugu,thriller,"action, romance, thriller, drama",Mani Ratnam,Arjun,True,Verify if romance subplot is significant enough to tag as has_romance
Ajnabee,2001,Hindi,thriller,"thriller, crime, romance, drama",Abbas-Mustan,Akshay Kumar,True,Verify if romance subplot is significant enough to tag as has_romance
Tumko Na Bhool Paayenge,2002,Hindi,thriller,"action, romance, thriller, drama",Pankaj Parashar,Salman Khan,True,Verify if romance subplot is significant enough to tag as has_romance
Maqbool,2003,Hindi,thriller,"crime, drama, thriller, romance",Vishal Bhardwaj,Irrfan Khan,False,Verify if romance subplot is significant enough to tag as has_romance
Aitraaz,2004,Hindi,thriller,"drama, thriller, romance, crime",Abbas-Mastan,Akshay Kumar,True,Verify if romance subplot is significant enough to tag as has_romance
Manmadhan,2004,Tamil,thriller,"thriller, romance, drama, mystery",A. J. Murugan,Silambarasan,True,Verify if romance subplot is significant enough to tag as has_romance
Musafir,2004,Hindi,thriller,"action, thriller, crime, romance",Sanjay Gupta,Sanjay Dutt,True,Verify if romance subplot is significant enough to tag as has_romance
Aparichitudu,2005,Telugu,thriller,"action, thriller, drama, romance, mystery",S. Shankar,Vikram,True,Verify if romance subplot is significant enough to tag as has_romance
Rendu,2006,Tamil,thriller,"action, romance, thriller, drama",A. J. Murugan,Jiiva,True,Verify if romance subplot is significant enough to tag as has_romance
Pachaikili Muthucharam,2007,Tamil,thriller,"thriller, crime, drama, romance",Boopathy Pandian,R. Madhavan,True,Verify if romance subplot is significant enough to tag as has_romance
Race,2008,Hindi,thriller,"action, thriller, romance, crime",Abbas Alibhai Burmawalla,Akshay Kumar,True,Verify if romance subplot is significant enough to tag as has_romance
Dhaam Dhoom,2008,Tamil,thriller,"action, thriller, romance",Vinodh Srinivasan,Jayam Ravi,True,Verify if romance subplot is significant enough to tag as has_romance
Karthik Calling Karthik,2010,Hindi,thriller,"thriller, drama, romance, mystery",Vijay Lalwani,Farhan Akhtar,True,Verify if romance subplot is significant enough to tag as has_romance
Ishqiya,2010,Hindi,thriller,"crime, thriller, comedy, romance, drama",Abhishek Chaubey,Naseeruddin Shah,True,Verify if romance subplot is significant enough to tag as has_romance
Dam 999,2011,Malayalam,thriller,"drama, thriller, action, romance",Sohan Roy,Renji Panicker,True,Verify if romance subplot is significant enough to tag as has_romance
Ko,2011,Tamil,thriller,"action, thriller, romance, drama",K. V. Anand,Jiiva,True,Verify if romance subplot is significant enough to tag as has_romance
180,2011,Tamil,thriller,"thriller, drama, romance",Jayendra Panchapakesan,Siddharth,True,Verify if romance subplot is significant enough to tag as has_romance
Ivan Veramathiri,2012,Tamil,thriller,"action, thriller, crime, romance",Mysskin,Vikram Prabhu,True,Verify if romance subplot is significant enough to tag as has_romance
Agent Vinod,2012,Hindi,thriller,"action, thriller, romance, adventure",Sriram Raghavan,Saif Ali Khan,True,Verify if romance subplot is significant enough to tag as has_romance
Race 2,2013,Hindi,thriller,"action, thriller, romance, crime",Abbas Alibhai Burmawalla,Saif Ali Khan,True,Verify if romance subplot is significant enough to tag as has_romance
Neram,2013,Tamil,thriller,"comedy, romance, thriller",Alphonse Putharen,Nivin Pauly,True,Verify if romance subplot is significant enough to tag as has_romance
Sahasam,2013,Telugu,thriller,"action, adventure, thriller, romance",Chandra Sekhar Yeleti,Prashanth,True,Verify if romance subplot is significant enough to tag as has_romance
Ek Villain,2014,Hindi,thriller,"action, thriller, romance, drama",Mohit Suri,Sidharth Malhotra,True,Verify if romance subplot is significant enough to tag as has_romance
Yaan,2014,Tamil,thriller,"action, thriller, romance",Ravi K. Chandran,Jiiva,True,Verify if romance subplot is significant enough to tag as has_romance
Naan Sigappu Manithan,2014,Tamil,thriller,"action, thriller, romance, drama",Thiru,Vishal,True,Verify if romance subplot is significant enough to tag as has_romance
RangiTaranga,2015,Kannada,thriller,"mystery, thriller, horror, romance, drama",Anup Bhandari,Unknown,True,Verify if romance subplot is significant enough to tag as has_romance
Vai Raja Vai,2015,Tamil,thriller,"comedy, thriller, mystery, romance",Aishwarya R. Dhanush,Gautham Karthik,True,Verify if romance subplot is significant enough to tag as has_romance
Yennai Arindhaal,2015,Tamil,thriller,"action, thriller, romance, drama, crime",Gautham Menon,Ajith Kumar,True,Verify if romance subplot is significant enough to tag as has_romance
Anegan,2015,Tamil,thriller,"action, romance, thriller, mystery, drama",K. V. Anand,Dhanush,True,Verify if romance subplot is significant enough to tag as has_romance
Thodari,2016,Tamil,thriller,"action, thriller, romance, adventure",Prabhu Solomon,Dhanush,True,Verify if romance subplot is significant enough to tag as has_romance
Kaabil,2017,Hindi,thriller,"action, drama, thriller, romance, crime",Sanjay Gupta,Hrithik Roshan,True,Verify if romance subplot is significant enough to tag as has_romance
Theeran Athikaram Ondru,2017,Tamil,thriller,"action, crime, thriller, drama, romance",H. Vinoth,Karthi,True,Verify if romance subplot is significant enough to tag as has_romance
Ivan Thanthiran,2017,Tamil,thriller,"action, comedy, thriller, mystery, romance",Santhosh P Jayakumar,Gautham Karthik,True,Verify if romance subplot is significant enough to tag as has_romance
LIE,2017,Telugu,thriller,"action, thriller, romance",Hanu Raghavapudi,Nithiin,True,Verify if romance subplot is significant enough to tag as has_romance
Theeran Adhigaaram Ondru,2017,Tamil,thriller,"action, thriller, crime, drama, romance",H. Vinoth,Karthi,True,Verify if romance subplot is significant enough to tag as has_romance
Raazi,2018,Hindi,thriller,"thriller, drama, historical, romance, war",Meghna Gulzar,Vicky Kaushal,False,Verify if romance subplot is significant enough to tag as has_romance
Saheb Biwi Aur Gangster 3,2018,Hindi,thriller,"action, drama, thriller, crime, romance",Tigmanshu Dhulia,Sanjay Dutt,True,Verify if romance subplot is significant enough to tag as has_romance
Thadam,2019,Tamil,thriller,"thriller, crime, mystery, action, romance",Magizh Thirumeni,Arun Vijay,True,Verify if romance subplot is significant enough to tag as has_romance
Malang,2020,Hindi,thriller,"action, thriller, romance, drama, crime",Mohit Suri,Anil Kapoor,True,Verify if romance subplot is significant enough to tag as has_romance
Sadak 2,2020,Hindi,thriller,"drama, thriller, romance, action",Mahesh Bhatt,Sanjay Dutt,True,Verify if romance subplot is significant enough to tag as has_romance
Maestro,2021,Telugu,thriller,"thriller, mystery, comedy, romance",Merlapaka Gandhi,Nithiin,True,Verify if romance subplot is significant enough to tag as has_romance
Ek Villain Returns,2022,Hindi,thriller,"action, thriller, romance, crime",Mohit Suri,John Abraham,True,Verify if romance subplot is significant enough to tag as has_romance
